Project ID,Project Name,Owner,City/State,Unit,Tenant,Tenant SF,Tenant Category,Original Category,Main Mix Group,Size Bucket,Is Grocery,Is Available,Is Anchor by SF,Explicit Anchor,0-10K Store,Manual Check Notes,TJ Address,PDF File,PDF Path,Site Plan Image Path
116880,Wilton River Park S.C.,Kimco,,18,Wilton Reflexology,916,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,19,Kumon Math & Reading Center,1101,Education,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,20,Happy Hands Art & Pottery,1115,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,21,Town Green Cleaners,931,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,22,The UPS Store,1308,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,23,Sweet Pierre's,449,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,24,Press Burger,1670,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,25,Sobol,903,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,26,Available,990,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,27,Available,1505,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,28,Available,376,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,29,Vision Search Partners,1237,Medical,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,30,Baywater Associates,226,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,31,Available,1771,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116880,Wilton River Park S.C.,Kimco,,32,Available,444,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116880-wilton-river-park-sc-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,1,Harris Teeter,57260,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,2,GNC,1200,Health Retail,,Hard Goods,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,3,Great Clips,1311,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,4,Drawn2Art,1200,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,5,PostNet,1306,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,6,Woof Gang Bakery & Grooming,1356,Coffee / Dessert,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,7,Premier Sotheby's Int'l Realty,2345,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,8,Martinizing Cleaners,876,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,9,2020 Nails Spa,1546,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,2020,Nails Spa,1546,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,10,Arthur Murray Dance Studio,3600,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,11,Remedy,2400,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,13,Available,3200,Vacancy,,Vacancy,3k-10k,FALSE,TRUE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
116720,Jetton Village Shoppes,Kimco,,14,Banfield Pet Hospital,3000,Pet Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116720-jetton-village-shoppes-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,1,Perspire Sauna Studio,1750,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,2,IVX Health,2000,Medical,,Service,0-3k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,3,Code Ninjas,1250,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,4,Anna's Massage Therapy,1895,Medical,,Service,0-3k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,5,Orangetheory Fitness,3105,Fitness,,Service,3k-10k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,8,J.Crew Factory,6300,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,10,Michaels,18780,Crafts,,Hard Goods,10k+,FALSE,FALSE,TRUE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,11,Famous Footwear,4750,Footwear,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,12,Available (Former Nail Salon),1000,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,13,Available,1750,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,14,Costa Vida,1960,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,15,Trader Joe's,13045,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
125240,Highland Lakes Plaza,Kimco,,16,Barnes & Noble,21943,Books & Media,,Hard Goods,10k+,FALSE,FALSE,TRUE,,,,,125240-highland-lakes-plaza-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,1,Piedmont Primary Care,4500,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,2,China Cafe,1500,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,3,Pancake House,2000,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,4,Jersey Mike's Subs,1250,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,5,The UPS Store,1250,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,6,Ken Dean State Farm,3000,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,7,Marco's Pizza,1500,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,8,Nail Network,1125,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,9,GNC,1500,Health Retail,,Hard Goods,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,10,H&R Block,1500,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,11,Crave Cookie,1500,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,12,Kroger,46581,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,13,Available,1500,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,14,Unique Threading & Beauty [...],1125,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,15,American Deli,1125,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,16,Great Clips,1125,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,17,OneMain Financial,1500,Financial,,Service,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
118450,Grayson Commons,Kimco,,18,Wings Sports Grill,3000,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,118450-grayson-commons-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,1,@ the Diner,3300,Restaurant,,Food,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,2,Sweat440,2690,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,3,Woof Gang Bakery & Grooming,1110,Coffee / Dessert,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,4,J. McLaughlin,1110,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,5,Facial Mania,1110,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,6,Grand Oaks Mail Center,1110,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,7,Available (Former Medical),1480,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,8,Aura Blow Dry Bar,1480,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,9,Florida Hospital Sports [...],3600,Sporting Goods,,Hard Goods,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,10,Prime IV Hydration & Wellness,1973,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,11,Windermere Flowers & Gifts,2025,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,12,DeForrest Eye Center,1811,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,13,E’Lan Nail Spa,2000,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,14,The Fresh Market,18400,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,15,Uni K Wax,800,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,16,Bonsai Sushi,800,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,17,Le Cafe de Paris,1600,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,18,Eco Art,1360,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,19,Massage Oasis,1360,Personal Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,20,Little Greek Fresh Grill,1296,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,21,Burntwood Tavern,6860,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,22,Floyds 99 Barbershop,1260,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,23,Dunkin' Donuts,2070,Coffee / Dessert,,Food,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,24,AdventHealth Centra Care,4590,Medical,,Service,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,25,ACE Hardware,7824,Hardware,,Hard Goods,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,26,Chocolate Pearl,1050,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,27,Edward Jones,1050,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,28,Sage Dental,3150,Medical,,Service,3k-10k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,29,Vet Hospital,1400,Pet Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,30,Pilates Addiction,1400,Fitness,,Service,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,31,Papa D Pizzeria,1400,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,32,Surah,2800,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
116730,Grand Oaks Village,Kimco,,36,The Lash Lounge @ Dr. Phillips,1000,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,116730-grand-oaks-village-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,1,Available,7629,Vacancy,,Vacancy,3k-10k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,1A,Available,5487,Vacancy,,Vacancy,3k-10k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,1B,Barry's,3838,Fitness,,Service,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,1C,Pause,3242,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,2,Available,16223,Vacancy,,Vacancy,10k+,FALSE,TRUE,TRUE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,3,Available,620,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,4,Available (Former Medical),1951,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,5,Available,607,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,6,Available,1825,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,7,Talbots,6393,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,8,Anthropologie,9000,Apparel,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,9,Warby Parker,2001,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,12,LOFT,4922,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,13,VIO Med Spa,2005,Beauty,,Soft Goods,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,14,Fabtique,2659,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,15,Chico's,2775,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,16,Ulta,12500,Beauty,,Soft Goods,10k+,FALSE,FALSE,TRUE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,17,Rusty Bucket,4234,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,18,Cheryl & Co.,954,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,19,Row House,2250,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,20,SOW Plated,5122,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,21,The Original Pancake House,4663,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,22,Bruegger's Bagel,1826,Coffee / Dessert,,Food,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,23,Anthony Vince Nail Spa,3570,Beauty,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,24,Athleta,4039,Apparel,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,25,CycleBar,2011,Fitness,,Service,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,26,Cava,2914,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,27,LensCrafters,6308,Crafts,,Hard Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,28,SOMA,3046,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,29,Nurtur Salon + Spa / Aveda,4428,Beauty,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,30,Whole Foods Market,35709,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,31,Banfield Pet Hospital,2640,Pet Service,,Service,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,32,Mutts & Co,3827,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,33,Barre3,2335,Fitness,,Service,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,34,COhatch,10733,Other,,Other,10k+,FALSE,FALSE,TRUE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,35,Freeze Style Ice Cream,848,Coffee / Dessert,,Food,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,36,goGLOW,1157,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
125590,The Shops on Lane,Kimco,,37,Carsonie's,3032,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,125590-the-shops-on-lane-avenue-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,1,LA Fitness,34000,Fitness,,Service,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,2,Extreme Department Store,7392,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,4,Sola Salon Studios,5896,Beauty,,Soft Goods,3k-10k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,5,Lidl,19667,Grocery,,Food,10k+,TRUE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,7,Rainbow,5075,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,8,Mattress Firm,4350,Home Furnishing,,Hard Goods,3k-10k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,9,CVS Pharmacy,13013,Pharmacy,,Service,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,10,PetSmart,20662,Pet Supply,,Hard Goods,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,11,Available,2008,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,12,TJ Maxx/HomeGoods,26962,Apparel,,Soft Goods,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,12A,Kids Place,7400,Other,,Other,3k-10k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,13,Five Below,11249,Discount Retail,,Hard Goods,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,14,La Bella Pizza,1610,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,15,Empire Szechuan,2415,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,16,Jersey Mike's Subs,1620,Restaurant,,Food,0-3k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,17,Specs For Less,900,Other,,Other,0-3k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,18,Available (Former Hair Salon),960,Vacancy,,Vacancy,0-3k,FALSE,TRUE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,19,T-Mobile,3000,Telecom,,Service,0-3k,FALSE,FALSE,FALSE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
100310,Forest Avenue S.C.,Kimco,,20,Michaels,17573,Crafts,,Hard Goods,10k+,FALSE,FALSE,TRUE,,,,,100310-forest-avenue-sc-marketing-package.pdf,,
